Student_ID,Gender,Age,Study_Hours_Daily,Phone_Usage_Hours_Daily,Sleep_Hours_Daily,AI_Tool_Usage_Hours_Daily,Attendance_Pct,Focus_Score,Productivity_Score,Exam_Score
STU13079,Male,19,3.6,2.4,8.2,1.6,97.8,81.2,69.9,83.0
STU13080,Male,23,6.4,1.7,7.7,0.0,100.0,79.5,85.2,98.8
STU13081,Male,21,2.1,4.1,9.1,1.3,79.1,79.9,67.4,70.2
STU13082,Female,22,5.7,3.2,5.6,3.5,100.0,72.6,89.9,100.0
STU13083,Male,22,5.2,1.9,7.5,2.5,100.0,76.6,75.1,93.7
STU13084,Female,20,0.9,9.6,5.1,0.0,43.0,45.7,45.5,43.8
STU13085,Male,21,2.1,4.6,4.0,1.0,72.9,56.8,51.9,64.0
STU13086,Male,23,0.0,9.2,5.6,0.9,43.7,54.6,46.8,42.8
STU13087,Female,23,3.0,4.0,6.3,0.5,87.1,72.1,62.8,82.3
STU13088,Male,19,0.9,5.7,7.3,1.0,73.0,68.0,60.0,65.2
STU13089,Female,20,4.5,4.0,8.9,1.9,77.7,75.2,80.7,81.6
STU13090,Female,20,1.2,2.7,7.1,0.8,78.6,72.2,60.3,66.6
STU13091,Female,21,5.1,0.3,8.1,1.5,87.0,87.4,86.3,85.5
STU13092,Male,25,0.6,7.6,4.7,0.0,42.3,48.2,47.3,44.4
STU13093,Male,22,6.3,2.6,8.6,2.0,80.7,90.2,86.8,91.4
STU13094,Other,21,5.4,2.9,6.7,1.5,74.7,71.3,74.1,83.4
STU13095,Male,23,4.0,4.4,8.0,0.7,84.2,84.0,68.6,80.5
STU13096,Female,25,0.0,9.9,6.1,1.1,44.9,56.6,52.7,51.9
STU13097,Female,20,4.8,0.0,8.5,2.0,96.9,87.8,79.1,89.6
STU13098,Female,25,0.7,7.6,9.1,0.8,66.3,65.9,50.7,52.7
STU13099,Female,20,0.4,4.3,7.1,1.6,68.1,78.1,58.5,58.3
STU13100,Female,25,1.5,7.6,4.2,0.6,61.2,54.2,55.2,58.7
STU13101,Male,22,1.2,9.5,4.9,1.6,43.1,49.4,51.7,54.9
STU13102,Other,24,1.5,4.1,5.1,0.3,70.7,62.9,54.3,61.4
STU13103,Female,18,5.3,2.4,9.0,2.7,97.7,83.5,83.2,100.0
STU13104,Female,21,2.9,1.8,6.1,0.3,95.3,71.7,61.9,75.1
STU13105,Female,20,5.3,1.1,7.2,2.5,83.0,78.9,79.3,88.8
STU13106,Female,21,5.3,0.0,7.8,2.7,91.3,85.5,87.2,91.8
STU13107,Female,20,3.9,5.1,6.7,0.3,80.5,71.4,70.7,79.4
STU13108,Male,20,5.8,0.3,10.0,1.3,99.2,94.6,80.4,96.7
STU13109,Female,19,5.7,4.2,8.2,3.1,100.0,76.1,80.9,93.3
STU13110,Female,24,4.7,3.6,7.6,0.7,75.8,80.8,70.9,82.5
STU13111,Female,25,0.9,7.9,6.9,1.8,67.4,63.9,51.2,60.8
STU13112,Male,20,3.2,6.3,8.2,2.7,78.0,70.4,70.8,78.5
STU13113,Male,19,0.0,9.2,6.5,2.0,41.6,54.6,47.1,44.4
STU13114,Female,23,2.3,3.0,6.8,0.6,78.0,87.1,69.0,76.7
STU13115,Female,18,2.3,3.6,5.8,0.2,87.4,67.9,58.8,69.2
STU13116,Female,21,0.7,11.5,5.5,1.0,41.1,57.7,56.0,53.9
STU13117,Female,20,3.3,3.3,7.6,1.0,82.8,76.5,68.7,78.3
STU13118,Male,25,5.6,2.2,8.2,2.6,95.9,80.6,88.3,96.2
STU13119,Male,25,0.0,12.2,4.8,0.2,38.7,39.9,38.6,42.3
STU13120,Male,20,1.3,10.1,5.9,0.8,55.4,48.1,52.5,57.5
STU13121,Female,24,3.5,2.6,8.3,1.3,88.3,86.9,73.2,81.8
STU13122,Male,24,0.3,7.9,5.4,1.2,56.1,51.1,51.1,53.4
STU13123,Male,20,1.0,8.8,4.7,0.0,37.1,49.8,42.9,46.8
STU13124,Female,24,1.3,7.7,4.0,0.0,62.2,47.0,47.7,51.4
STU13125,Female,23,1.1,2.5,7.4,0.6,76.9,76.4,52.9,60.7
STU13126,Male,23,5.5,3.1,8.8,3.0,97.5,82.2,79.2,94.1
STU13127,Male,18,1.8,4.8,4.9,0.2,77.6,60.7,58.4,67.4
STU13128,Male,21,5.7,4.4,7.0,1.3,86.3,67.0,76.6,91.3
STU13129,Female,19,3.0,6.6,5.7,2.9,92.6,52.6,61.3,75.7
STU13130,Male,20,4.0,4.6,5.3,2.4,84.5,59.3,72.0,86.8
STU13131,Female,23,6.0,2.1,8.6,2.0,93.1,83.0,83.9,96.0
STU13132,Female,21,5.7,3.2,7.4,3.0,84.5,77.1,81.1,89.5
STU13133,Male,20,0.2,7.8,4.6,0.0,49.5,49.4,42.3,45.8
STU13134,Male,20,4.1,4.1,7.1,0.0,73.5,76.3,78.1,84.1
STU13135,Female,25,1.1,9.6,5.2,0.0,52.6,45.6,52.9,56.2
STU13136,Female,21,3.7,3.0,6.6,1.5,90.1,74.2,70.0,76.2
STU13137,Female,25,0.0,9.4,6.3,0.0,37.5,54.3,47.9,52.4
STU13138,Male,19,3.1,3.0,6.7,1.3,100.0,73.3,70.0,87.1
STU13139,Male,22,1.9,9.3,4.0,0.0,44.8,42.1,54.2,51.4
STU13140,Male,19,8.0,2.2,7.8,1.4,100.0,72.6,89.4,100.0
STU13141,Male,23,3.3,6.6,6.8,2.3,88.8,71.0,66.3,79.3
STU13142,Male,25,4.0,0.0,8.3,2.9,100.0,88.1,75.2,94.1
STU13143,Male,21,3.5,6.6,4.9,0.0,70.0,57.4,63.2,69.1
STU13144,Female,23,2.4,2.8,7.3,2.2,90.3,73.1,70.7,80.0
STU13145,Female,25,0.0,7.8,4.9,0.0,31.6,55.4,45.2,45.1
STU13146,Male,24,0.8,8.6,4.9,0.6,69.7,54.5,55.7,60.6
STU13147,Male,18,3.0,7.9,5.4,1.1,73.1,43.3,52.0,67.8
STU13148,Female,19,4.8,2.3,6.2,1.9,92.2,76.6,69.6,85.2
STU13149,Female,24,1.6,11.6,4.8,0.8,43.3,47.6,52.7,53.5
STU13150,Female,25,0.5,9.5,4.8,0.0,50.3,45.1,39.3,45.0
STU13151,Female,24,2.7,11.2,5.5,0.7,51.4,43.2,50.1,59.1
STU13152,Female,21,3.7,6.0,7.2,0.1,67.6,65.9,61.1,72.4
STU13153,Female,24,0.0,9.1,4.2,0.2,37.8,50.9,43.8,44.4
STU13154,Male,20,4.9,3.5,9.2,3.0,97.2,79.8,81.3,87.2
STU13155,Male,25,5.3,0.3,7.7,0.7,100.0,82.2,78.9,90.3
STU13156,Female,18,3.7,1.5,7.0,0.6,81.9,79.0,68.1,83.5
STU13157,Male,22,5.2,2.7,8.1,2.7,100.0,77.2,74.2,88.8
STU13158,Male,22,2.1,5.3,7.4,0.5,72.3,71.5,54.6,71.8
STU13159,Female,20,2.9,3.1,5.8,0.0,89.6,66.5,61.5,76.6
STU13160,Female,23,3.4,3.6,8.7,1.2,88.8,83.4,71.1,82.7
STU13161,Female,21,0.8,4.6,7.5,0.6,79.5,71.7,59.5,61.9
STU13162,Male,20,4.7,0.7,8.0,1.7,95.0,86.7,80.0,93.2
STU13163,Male,25,0.8,6.0,4.1,0.5,64.8,56.2,58.3,63.7
STU13164,Female,24,1.1,8.2,4.8,0.0,42.1,43.1,52.6,53.1
STU13165,Female,21,2.2,2.4,7.1,1.4,88.6,79.4,58.3,71.9
STU13166,Male,24,0.0,8.7,6.6,0.1,45.9,53.6,52.1,48.0
STU13167,Male,25,1.1,9.8,6.5,1.0,43.4,64.6,58.4,50.3
STU13168,Male,21,3.3,3.2,7.8,0.0,76.2,73.5,62.6,70.8
STU13169,Male,25,7.0,2.6,6.9,2.2,100.0,68.5,85.0,99.7
STU13170,Male,19,0.5,4.9,4.9,0.8,67.6,59.4,47.7,56.3
STU13171,Female,23,0.0,7.5,6.2,0.0,38.1,51.4,42.0,42.7
STU13172,Female,23,0.3,9.2,4.0,0.6,53.9,42.0,48.9,48.3
STU13173,Female,24,1.7,7.2,6.6,0.0,67.6,60.0,58.6,65.1
STU13174,Other,22,2.5,3.7,6.3,1.2,85.4,73.3,72.6,79.2
STU13175,Female,25,2.9,6.8,8.0,0.0,91.3,72.6,64.0,79.5
STU13176,Female,18,3.7,5.1,5.5,1.0,88.6,64.5,63.0,80.3
STU13177,Female,18,0.0,7.3,5.8,0.0,54.0,50.6,43.1,42.4
STU13178,Male,21,4.0,5.8,5.9,0.3,82.8,65.2,62.7,77.0
STU13179,Female,19,0.0,7.9,5.3,0.3,35.7,58.4,47.3,42.9
STU13180,Male,23,0.0,11.0,4.3,1.2,42.8,46.1,46.7,48.2
STU13181,Male,18,6.6,2.9,9.0,2.7,90.2,76.8,88.3,95.3
STU13182,Female,25,2.0,4.5,5.2,2.4,85.6,60.9,55.4,68.2
STU13183,Female,20,0.6,6.8,4.7,1.2,69.8,57.6,55.6,59.5
STU13184,Male,19,3.1,4.0,6.5,1.1,78.8,74.1,70.0,75.4
STU13185,Female,19,4.0,2.0,7.8,1.0,77.6,85.9,77.6,80.0
STU13186,Male,20,2.6,2.0,8.3,2.2,92.8,82.0,65.6,72.6
STU13187,Male,20,5.3,1.5,5.6,2.9,95.8,65.8,83.5,86.0
STU13188,Male,18,0.0,5.9,4.9,0.0,68.5,54.7,38.0,54.6
STU13189,Male,19,0.8,4.9,6.2,0.8,69.2,65.0,56.8,60.1
STU13190,Female,24,5.2,1.3,8.5,2.4,100.0,82.6,89.8,97.3
STU13191,Female,18,2.5,3.5,6.4,0.0,60.1,68.4,61.2,61.9
STU13192,Male,18,0.0,7.6,5.3,0.0,42.7,50.4,45.7,47.4
STU13193,Female,19,7.0,1.5,8.1,1.8,95.7,83.4,84.5,100.0
STU13194,Female,20,0.0,10.1,5.1,0.5,32.6,45.5,43.1,39.0
STU13195,Male,20,2.4,2.7,8.4,1.5,79.4,83.4,68.4,74.4
STU13196,Female,18,2.0,2.6,7.6,1.1,88.1,83.0,57.4,74.8
STU13197,Female,24,3.6,6.3,7.2,0.2,92.1,61.6,63.7,85.8
STU13198,Female,21,0.1,7.3,5.5,0.3,37.4,56.6,55.3,42.0
STU13199,Female,18,6.9,0.0,8.8,2.4,100.0,83.1,86.0,100.0
STU13200,Female,20,1.3,9.0,4.7,0.0,60.3,49.1,49.4,55.2
STU13201,Male,18,2.0,5.6,7.0,0.0,77.0,59.4,59.1,64.8
STU13202,Female,20,4.2,1.5,8.6,0.3,91.4,80.6,72.8,84.4
STU13203,Male,22,0.0,10.8,5.5,0.0,39.9,41.5,42.6,44.1
STU13204,Male,19,6.0,0.0,9.4,3.6,98.5,86.4,88.0,100.0
STU13205,Female,25,1.4,4.7,7.1,0.9,88.4,73.4,61.1,70.3
STU13206,Female,25,1.6,9.5,5.9,0.0,43.3,50.3,50.0,51.1
STU13207,Male,20,0.0,7.1,8.3,0.1,37.5,67.9,48.4,45.3
STU13208,Male,21,5.9,2.9,7.5,1.0,97.4,74.8,77.5,93.8
STU13209,Female,21,4.6,4.3,7.3,1.3,91.2,66.9,59.6,78.2
STU13210,Male,22,1.7,3.9,7.9,0.0,85.5,70.4,64.6,73.0
STU13211,Female,19,3.1,9.1,7.4,0.0,90.2,59.5,53.6,78.9
STU13212,Male,25,0.0,10.7,5.4,0.5,52.5,45.4,45.1,50.8
STU13213,Male,21,0.5,7.5,5.7,1.0,43.7,61.1,54.5,53.9
STU13214,Male,25,3.4,7.4,8.2,1.4,86.0,66.8,59.7,71.9
STU13215,Female,19,5.9,3.3,10.0,2.8,98.4,92.8,90.5,93.0
STU13216,Male,25,2.5,2.1,7.9,1.1,75.0,86.1,59.8,69.3
STU13217,Male,19,4.7,1.7,7.9,1.9,93.1,82.2,70.7,89.5
STU13218,Female,25,2.9,4.2,5.8,1.7,83.7,65.2,61.9,70.8
STU13219,Female,20,4.3,0.9,8.4,2.2,86.4,87.4,82.8,86.3
STU13220,Female,25,2.0,0.8,7.6,0.3,83.6,79.3,62.3,70.7
STU13221,Male,19,3.1,4.1,6.9,2.2,82.5,74.1,73.4,82.3
STU13222,Male,18,5.5,4.4,9.1,2.1,97.4,83.1,81.0,90.5
STU13223,Female,20,3.0,4.1,7.7,1.1,73.2,76.6,75.7,77.0
STU13224,Female,20,1.6,0.3,6.4,0.3,76.5,87.5,58.0,71.2
STU13225,Female,18,2.1,8.4,4.8,0.1,35.9,47.2,50.6,53.2
STU13226,Female,23,0.9,10.4,5.2,0.4,44.1,48.7,47.1,48.1
STU13227,Female,25,7.6,2.1,8.1,1.7,87.9,74.7,85.3,95.9
STU13228,Male,20,1.4,8.8,4.2,1.4,49.8,48.0,51.6,59.0
STU13229,Other,23,0.4,10.0,6.9,0.0,34.9,53.7,51.2,48.6
STU13230,Female,23,5.5,2.8,8.0,0.4,92.1,71.6,73.7,92.3
STU13231,Female,22,0.3,7.4,5.8,0.0,51.5,52.2,47.6,48.1
STU13232,Male,23,0.0,8.6,5.4,0.0,48.1,49.8,47.4,47.9
STU13233,Male,22,0.0,10.2,5.1,0.0,34.1,44.6,48.3,43.7
STU13234,Male,22,4.3,4.8,7.6,2.7,85.3,73.1,73.3,82.6
STU13235,Female,19,2.9,7.4,5.2,1.8,68.3,49.8,67.0,74.6
STU13236,Female,20,3.9,6.6,7.5,1.3,78.2,61.1,63.5,80.0
STU13237,Male,24,3.2,5.6,7.1,0.1,93.0,65.0,60.1,78.1
STU13238,Female,21,4.4,1.0,7.2,2.5,100.0,77.3,73.9,92.4
STU13239,Female,23,3.9,3.3,6.4,1.0,74.8,71.9,74.9,84.6
STU13240,Male,21,3.0,7.1,4.6,0.9,76.1,53.3,68.2,72.8
STU13241,Male,22,4.8,4.0,8.2,2.1,80.2,83.6,83.9,87.6
STU13242,Female,23,1.8,2.3,6.2,2.3,87.2,75.6,71.2,76.3
STU13243,Male,25,4.2,3.0,8.7,3.0,100.0,78.6,73.8,84.9
STU13244,Male,20,1.5,9.9,4.5,0.0,44.1,51.8,55.0,55.6
STU13245,Male,25,1.4,1.5,7.5,2.6,73.6,81.7,62.1,67.3
STU13246,Other,23,3.4,6.3,6.1,1.7,78.9,57.6,67.3,70.1
STU13247,Male,25,2.5,1.0,6.5,0.0,89.2,81.7,64.4,77.9
STU13248,Male,22,0.9,8.9,6.2,0.0,53.8,49.6,48.1,56.8
STU13249,Female,25,1.0,9.0,5.6,0.5,44.9,58.4,50.2,47.6
STU13250,Female,25,0.9,5.8,7.3,0.8,73.6,69.2,58.1,63.2
STU13251,Female,22,0.0,8.5,5.2,0.0,45.5,56.7,46.5,48.6
STU13252,Male,18,2.2,7.8,7.5,1.0,81.7,65.3,55.7,73.8
STU13253,Female,20,6.3,1.7,7.7,2.3,96.3,83.3,82.8,97.4
STU13254,Female,25,2.5,6.2,6.5,0.0,78.4,66.9,61.1,76.4
STU13255,Female,18,0.0,9.7,7.2,1.1,51.2,63.8,59.6,58.0
STU13256,Female,23,0.7,6.1,8.1,0.5,56.1,70.5,49.0,53.7
STU13257,Female,18,0.1,5.6,6.1,0.2,52.1,63.5,43.8,50.7
STU13258,Male,24,1.3,9.9,4.0,0.0,48.2,43.2,53.9,48.4
STU13259,Female,20,5.6,3.7,7.8,1.3,100.0,74.9,80.9,93.2
STU13260,Male,19,4.3,4.7,7.1,1.8,83.1,69.5,71.4,83.3
STU13261,Male,19,5.0,7.7,7.6,1.6,81.6,68.4,69.9,77.8
STU13262,Male,21,4.2,2.3,9.9,3.3,100.0,84.3,74.3,89.5
STU13263,Male,25,5.7,4.3,8.5,2.1,70.2,82.1,79.3,87.9
STU13264,Male,19,3.0,7.3,6.8,0.1,41.2,68.4,58.9,58.8
STU13265,Female,23,1.6,4.4,5.5,1.0,69.8,61.7,56.1,55.6
STU13266,Male,25,2.7,4.5,6.8,1.6,71.1,71.2,65.3,70.8
STU13267,Male,24,6.2,0.8,7.3,1.4,95.5,78.8,79.2,95.1
STU13268,Female,20,3.1,4.1,7.4,1.1,73.5,78.3,71.2,76.8
STU13269,Female,23,1.7,8.7,6.7,0.2,43.5,58.8,55.1,50.8
STU13270,Female,23,0.0,7.3,7.2,1.1,61.0,64.3,57.8,58.2
STU13271,Male,18,3.2,4.2,6.9,0.9,87.8,72.3,59.7,79.8
STU13272,Male,23,2.9,5.0,5.3,0.8,65.1,56.7,63.0,69.5
STU13273,Female,24,2.2,6.5,5.0,0.4,82.3,56.7,53.6,64.8
STU13274,Male,18,1.6,5.8,7.2,0.1,94.9,63.6,52.8,76.6
STU13275,Male,21,0.3,8.7,5.3,0.1,53.8,49.1,53.3,57.6
STU13276,Female,21,0.0,11.5,4.8,0.0,53.6,47.6,45.7,56.4
STU13277,Female,19,2.3,8.6,5.0,0.0,41.1,51.7,51.8,52.9
STU13278,Male,18,2.5,7.2,7.0,1.7,77.4,61.9,63.6,77.4
STU13279,Male,22,2.9,2.8,5.5,1.8,77.8,68.5,66.6,75.0
STU13280,Female,23,0.0,10.9,5.9,0.0,43.4,50.1,43.2,47.7
STU13281,Female,24,0.0,10.3,5.0,1.7,41.3,47.4,45.1,50.8
STU13282,Male,18,1.0,6.6,6.6,1.1,63.7,58.5,51.0,56.8
STU13283,Male,18,2.3,4.7,5.7,1.2,95.0,62.2,61.5,74.9
STU13284,Female,24,2.9,4.0,6.7,1.4,74.8,78.0,67.2,71.6
STU13285,Male,23,0.9,3.5,8.1,1.9,77.5,76.3,61.0,66.3
STU13286,Female,18,0.3,4.5,4.9,1.0,60.7,66.1,50.1,59.5
STU13287,Male,19,0.0,8.3,6.3,0.0,45.2,57.6,49.1,48.0
STU13288,Female,22,0.0,6.6,5.4,0.5,50.2,51.0,41.7,48.6
STU13289,Male,23,3.4,3.1,6.7,1.9,82.0,78.3,71.7,79.9
STU13290,Female,22,4.0,3.0,6.9,0.9,80.2,74.1,71.2,81.7
STU13291,Female,21,3.6,3.4,8.2,1.0,81.9,83.0,73.1,84.7
STU13292,Female,19,6.6,1.9,5.0,3.3,78.2,66.1,84.8,93.7
STU13293,Female,22,4.6,1.2,8.8,2.5,88.5,83.1,76.2,85.8
STU13294,Male,19,3.5,1.0,7.6,1.8,95.5,79.5,68.4,79.3
STU13295,Male,23,1.1,9.0,6.0,0.0,51.1,57.3,50.8,54.7
STU13296,Male,18,3.4,4.2,8.0,1.1,81.0,71.0,62.2,78.6
STU13297,Male,23,0.0,8.4,4.6,0.0,49.7,50.1,49.0,49.8
STU13298,Female,23,4.1,4.2,7.5,2.7,82.1,74.9,74.4,85.0
STU13299,Female,22,0.0,5.7,5.1,0.4,72.9,54.6,47.3,58.6
STU13300,Female,20,3.9,5.0,6.5,0.5,85.6,62.0,64.1,79.4
STU13301,Female,25,0.4,8.6,5.4,0.0,46.6,55.9,49.3,52.3
STU13302,Male,23,4.9,0.4,7.7,2.3,100.0,83.7,77.1,90.3
STU13303,Male,25,0.9,5.3,6.5,0.6,34.3,62.1,51.9,45.8
STU13304,Female,18,4.5,1.7,6.5,3.6,88.4,80.2,83.2,94.3
STU13305,Female,19,3.0,5.5,7.6,0.0,67.0,76.1,64.9,70.8
STU13306,Other,23,3.4,4.3,6.3,0.8,72.0,70.5,73.3,75.2
STU13307,Female,24,2.9,11.8,5.8,0.5,47.2,46.8,55.6,58.6
STU13308,Male,21,3.1,5.6,5.6,0.1,71.3,60.0,57.7,72.4
STU13309,Male,21,0.7,9.2,5.6,1.2,59.5,54.6,59.5,61.7
STU13310,Male,20,0.9,9.8,5.1,0.6,50.3,50.0,47.4,47.7
STU13311,Male,24,4.9,0.0,7.4,1.8,85.3,85.1,74.0,86.3
STU13312,Male,21,4.4,4.4,6.3,0.5,62.3,62.3,74.1,79.4
STU13313,Female,21,2.6,9.8,4.8,0.4,59.2,41.0,49.2,55.7
STU13314,Female,21,6.4,2.9,9.5,2.2,94.6,90.3,85.0,100.0
STU13315,Male,19,1.2,6.4,5.1,1.1,65.1,50.2,45.3,58.8
STU13316,Female,18,3.0,1.5,7.7,1.8,85.6,81.1,70.0,76.6
STU13317,Male,20,0.0,8.2,4.0,0.0,38.4,39.2,42.0,42.9
STU13318,Female,18,1.8,2.4,7.7,0.3,80.3,87.9,61.0,65.9
STU13319,Male,22,1.5,8.6,5.8,1.2,75.4,59.5,57.6,61.3
STU13320,Female,20,4.6,5.3,6.8,0.5,72.3,62.4,70.8,81.6
STU13321,Female,18,0.1,6.9,4.0,0.8,52.2,47.8,45.5,44.3
STU13322,Female,18,4.7,2.3,8.4,2.6,100.0,78.1,82.2,92.6
STU13323,Female,25,1.0,5.9,4.1,1.6,72.4,51.5,47.9,65.9
STU13324,Male,22,1.8,7.6,4.3,0.3,74.8,50.3,50.0,64.8
STU13325,Male,24,2.7,6.4,8.7,1.7,84.8,66.9,63.7,77.9
STU13326,Female,24,6.7,1.6,8.5,1.8,100.0,84.7,81.3,98.8
STU13327,Male,19,3.7,4.4,6.6,0.0,68.7,69.2,63.0,73.1
STU13328,Male,18,6.0,1.9,8.2,1.5,100.0,85.0,87.3,93.8
STU13329,Male,20,5.0,1.9,6.3,2.9,97.7,75.7,85.3,92.4
STU13330,Female,19,6.4,2.3,8.7,2.2,90.6,85.9,93.1,100.0
STU13331,Other,19,7.2,2.1,6.3,2.5,98.7,68.4,89.7,100.0
STU13332,Male,25,6.8,2.2,8.5,0.9,88.6,89.5,95.6,100.0
STU13333,Female,18,1.3,7.1,4.9,0.0,57.2,56.2,50.9,59.4
STU13334,Female,19,1.1,2.2,6.0,2.8,81.4,69.8,62.6,72.1
STU13335,Male,20,4.9,1.0,7.3,1.4,100.0,82.3,74.5,87.2
STU13336,Male,24,1.4,9.1,5.5,0.0,34.6,55.6,53.6,50.6
STU13337,Male,22,3.5,5.7,8.4,0.1,76.5,74.3,61.8,68.9
STU13338,Male,24,0.0,4.2,4.4,0.9,66.2,68.3,53.3,62.9
STU13339,Female,24,1.0,8.0,7.0,1.2,53.4,68.3,59.0,55.9
STU13340,Female,23,6.2,0.4,7.6,3.5,99.7,80.0,87.3,99.9
STU13341,Female,21,2.2,10.4,5.0,0.6,45.2,39.4,50.8,55.3
STU13342,Female,24,3.6,2.2,6.9,0.4,78.8,79.9,69.9,80.1
STU13343,Female,24,6.0,1.8,8.4,0.4,90.0,81.6,82.0,91.8
STU13344,Female,18,3.5,2.7,6.2,1.5,81.7,64.3,65.9,78.6
STU13345,Female,20,0.0,9.0,5.3,1.1,45.7,50.9,43.9,43.0
STU13346,Female,18,2.5,4.9,5.7,0.7,67.6,65.2,63.5,67.3
STU13347,Female,21,5.2,1.0,9.3,1.9,96.3,84.5,85.7,90.6
STU13348,Male,22,6.3,5.0,9.1,1.8,100.0,85.6,82.7,99.4
STU13349,Female,19,2.6,7.1,7.3,0.9,68.7,66.8,60.2,66.9
STU13350,Male,19,0.6,8.3,6.0,2.8,73.9,56.4,50.8,61.4
STU13351,Female,21,3.9,3.1,5.9,2.6,78.4,76.9,74.2,73.2
STU13352,Male,25,1.3,6.9,6.2,0.0,45.0,63.1,61.9,53.5
STU13353,Female,23,1.7,4.6,4.3,0.3,80.1,54.4,47.9,64.1
STU13354,Male,21,3.5,2.5,7.7,2.1,66.6,73.7,72.9,67.8
STU13355,Male,23,7.6,2.8,7.3,2.3,96.2,70.6,87.6,100.0
STU13356,Male,20,4.9,0.7,8.0,1.9,97.7,82.7,78.8,88.6
STU13357,Female,22,2.5,7.1,6.4,1.6,81.1,55.1,61.1,74.7
STU13358,Male,21,3.7,1.9,7.5,1.3,84.8,77.4,72.7,86.7
STU13359,Female,20,5.4,0.1,8.6,1.7,79.3,89.6,84.4,89.3
STU13360,Male,19,0.9,7.9,4.3,0.3,45.1,57.9,50.4,49.0
STU13361,Female,19,2.7,3.6,6.6,2.0,81.5,72.7,67.3,74.8
STU13362,Female,23,6.2,1.1,7.4,2.4,100.0,77.5,88.7,99.2
STU13363,Female,21,0.0,11.9,5.3,0.0,35.2,39.5,39.3,49.6
STU13364,Female,18,6.2,0.4,8.0,2.8,81.0,83.0,91.0,92.0
STU13365,Male,21,3.8,2.3,8.5,1.0,80.7,89.4,81.2,83.0
STU13366,Female,24,0.0,7.7,5.3,0.4,54.1,52.4,46.3,51.4
STU13367,Female,24,2.8,5.4,6.7,0.1,74.9,76.7,68.2,75.0
STU13368,Other,22,0.7,8.8,5.7,1.0,49.6,52.5,49.9,48.3
STU13369,Female,19,6.5,0.6,7.1,2.5,83.9,81.8,87.0,94.4
STU13370,Male,19,0.0,6.1,8.8,2.2,86.2,77.0,62.1,66.3
STU13371,Female,24,4.0,1.7,7.8,1.8,100.0,77.3,69.2,90.2
STU13372,Male,22,4.0,0.0,8.5,1.6,89.1,87.3,74.7,84.9
STU13373,Male,24,0.0,6.7,4.9,0.0,40.8,55.5,42.2,44.9
STU13374,Female,23,4.6,1.5,5.9,1.4,87.3,65.8,78.5,84.9
STU13375,Female,23,0.1,9.9,5.7,0.6,52.5,47.5,42.8,43.2
STU13376,Female,18,2.3,6.2,7.0,2.1,89.5,63.6,60.1,74.9
STU13377,Male,24,1.1,11.2,4.3,0.5,48.8,37.2,43.5,44.8
STU13378,Male,23,1.7,6.0,5.6,0.7,65.9,58.2,50.0,63.1
STU13379,Male,24,6.8,0.0,10.0,3.3,94.1,98.6,96.2,100.0
STU13380,Male,18,6.0,3.5,5.7,2.8,97.8,69.2,80.5,91.7
STU13381,Female,24,6.3,1.8,7.4,2.4,83.4,83.0,90.7,93.7
STU13382,Female,22,1.3,5.1,7.0,0.8,91.1,65.8,60.3,70.5
STU13383,Male,20,2.8,6.8,6.8,0.5,81.9,61.2,66.2,77.0
STU13384,Other,20,3.6,6.8,5.0,0.7,99.3,47.8,53.6,79.9
STU13385,Male,19,4.8,0.0,5.9,2.5,94.7,75.7,70.8,90.7
STU13386,Male,23,3.0,5.0,5.9,2.6,71.5,64.4,66.0,70.7
STU13387,Female,20,5.9,0.6,8.8,2.1,100.0,87.3,84.9,93.0
STU13388,Female,19,6.5,3.2,8.4,2.4,89.3,81.7,91.3,89.6
STU13389,Male,23,0.5,9.1,4.9,0.0,42.7,55.3,46.8,46.2
STU13390,Female,20,5.8,1.6,9.1,3.8,86.0,88.8,85.5,90.7
STU13391,Male,20,2.2,6.3,8.0,1.5,64.2,69.0,66.1,70.0
STU13392,Male,23,2.4,5.1,5.7,0.2,71.9,62.5,54.2,64.2
STU13393,Female,23,5.0,1.3,8.2,2.1,79.9,88.3,83.5,87.6
STU13394,Female,25,5.5,2.4,7.2,2.4,100.0,74.7,81.9,87.2
STU13395,Female,22,1.7,6.8,6.2,0.6,37.6,59.3,50.7,50.5
STU13396,Male,24,8.1,1.6,9.6,1.7,82.1,93.4,91.8,100.0
STU13397,Female,18,6.0,1.7,9.3,1.6,100.0,96.9,89.3,100.0
STU13398,Female,19,1.0,9.0,4.9,0.1,38.0,44.0,49.0,56.9
STU13399,Female,21,1.6,6.4,5.9,1.8,66.4,55.6,52.8,63.5
STU13400,Female,25,5.1,0.0,8.0,2.1,97.5,75.5,75.6,88.5
STU13401,Other,25,2.4,7.4,4.0,0.0,47.3,46.5,60.8,59.1
STU13402,Male,20,3.5,3.9,6.6,0.0,77.4,64.6,68.9,78.8
STU13403,Male,18,6.9,0.0,5.2,1.0,100.0,69.4,85.6,99.5
STU13404,Male,21,1.6,10.6,5.4,1.3,41.0,42.3,55.7,54.9
STU13405,Other,24,5.8,1.6,7.3,1.7,100.0,78.3,78.7,95.0
STU13406,Male,22,5.2,2.4,8.6,2.6,95.2,83.0,84.6,93.3
STU13407,Female,22,3.2,2.8,6.4,2.1,89.5,70.3,67.4,83.2
STU13408,Other,23,7.0,1.0,7.7,1.4,99.1,77.5,78.9,94.0
